State,Season,Soil_Type,Crop,Rainfall_mm,Temperature_C,Humidity_pct,pH,Area_ha,N_kg_ha,P_kg_ha,K_kg_ha,Fertilizer,Irrigation,Yield_kg_ha
Rajasthan,Rabi,Red,Barley,307.6,8.1,61.7,5.91,11.8,107.8,37.6,19.6,NPK,Drip,3034.4
Madhya Pradesh,Rabi,Clay,Rice,1831.2,33.8,80.9,6.44,6.26,89.6,59.9,37.7,DAP,Rain-fed,2217.2
Haryana,Zaid,Sandy,Cotton,642.0,28.7,43.8,8.13,11.72,57.6,25.8,59.6,Compost,Sprinkler,730.9
Andhra Pradesh,Kharif,Sandy,Rice,1162.5,34.3,43.5,7.83,15.26,38.5,46.4,27.7,DAP,Drip,5957.2
Punjab,Zaid,Sandy,Cotton,514.9,24.1,48.0,6.9,5.44,144.5,35.3,13.3,Compost,Rain-fed,891.0
Rajasthan,Kharif,Alluvial,Groundnut,825.2,35.7,60.7,8.05,11.73,77.7,35.0,40.1,Compost,Rain-fed,980.5
Rajasthan,Zaid,Red,Soybean,846.5,27.4,87.3,6.76,4.74,96.4,69.9,59.1,Organic,Drip,1999.6
Madhya Pradesh,Rabi,Sandy,Groundnut,848.6,22.5,68.5,6.5,0.88,23.9,78.6,18.0,NPK,Sprinkler,1076.2
Maharashtra,Kharif,Loamy,Mustard,229.4,23.4,69.8,7.46,6.66,26.9,30.5,42.3,NPK,Rain-fed,1053.1
Haryana,Rabi,Alluvial,Sugarcane,2403.7,34.2,48.4,6.25,13.22,32.0,70.8,16.3,NPK,Sprinkler,82841.2
Punjab,Rabi,Black,Barley,602.4,18.1,83.6,8.34,0.69,121.2,72.4,45.2,Urea,Flood,3667.2
Uttar Pradesh,Zaid,Red,Maize,1001.9,31.5,46.4,7.7,16.86,42.0,15.2,31.1,Potash,Flood,1793.3
Rajasthan,Kharif,Red,Maize,1122.7,19.5,43.4,5.9,19.04,26.4,50.9,24.0,Organic,Flood,1674.1
Rajasthan,Zaid,Sandy,Maize,694.4,26.5,75.6,8.26,7.79,56.8,38.2,55.2,Potash,Rain-fed,1631.5
Punjab,Kharif,Laterite,Soybean,1090.3,20.1,40.7,6.08,8.73,104.2,56.9,71.6,Potash,Sprinkler,1066.9
Tamil Nadu,Zaid,Clay,Jowar,609.1,23.9,85.7,7.74,13.28,34.1,10.0,17.1,Compost,Drip,2397.3
Uttar Pradesh,Rabi,Clay,Maize,639.2,21.5,87.4,6.99,0.94,86.9,36.5,77.9,Potash,Sprinkler,5770.9
Haryana,Rabi,Red,Groundnut,496.0,25.5,81.4,6.21,3.34,45.3,69.0,28.7,Organic,Sprinkler,1616.5
Tamil Nadu,Rabi,Loamy,Sugarcane,1501.7,36.4,72.4,6.3,7.12,148.5,12.4,42.3,NPK,Flood,81389.8
Punjab,Kharif,Alluvial,Barley,367.2,19.2,89.7,7.29,12.48,133.1,63.9,18.4,Urea,Flood,3856.9
Karnataka,Kharif,Sandy,Maize,1118.4,24.0,54.0,8.07,15.58,70.0,17.7,43.9,Compost,Flood,2113.6
Rajasthan,Rabi,Black,Maize,820.0,19.4,50.5,6.95,18.55,130.3,39.3,19.6,DAP,Rain-fed,6056.4
Maharashtra,Kharif,Loamy,Wheat,255.2,13.1,88.0,8.25,18.99,138.6,61.6,20.8,Urea,Drip,4194.3
Maharashtra,Zaid,Alluvial,Groundnut,707.3,30.9,83.3,7.57,17.57,32.4,23.1,56.4,Organic,Drip,1776.1
Uttar Pradesh,Kharif,Red,Mustard,202.8,19.8,74.6,5.65,19.78,113.3,47.3,30.6,Potash,Drip,1073.3
Haryana,Kharif,Sandy,Sugarcane,2287.6,36.2,66.8,6.82,8.44,88.4,52.3,42.7,Compost,Sprinkler,122895.4
Rajasthan,Rabi,Red,Barley,536.6,16.2,84.1,6.05,12.7,42.4,28.4,48.0,Urea,Sprinkler,1734.9
Haryana,Kharif,Sandy,Groundnut,761.8,32.9,57.4,7.05,13.89,55.6,55.6,55.9,Urea,Flood,1798.6
Uttar Pradesh,Kharif,Loamy,Cotton,1015.1,27.0,56.6,5.73,17.16,23.2,44.6,19.1,Potash,Drip,1101.5
Karnataka,Zaid,Alluvial,Sugarcane,2454.1,27.0,90.1,6.43,1.86,56.7,43.2,10.1,DAP,Rain-fed,97394.3
Punjab,Kharif,Alluvial,Rice,1481.9,25.0,61.5,5.73,4.99,120.1,11.6,43.5,Organic,Sprinkler,2856.2
Maharashtra,Rabi,Black,Barley,290.0,16.8,70.5,5.73,9.4,61.5,29.4,25.7,Potash,Flood,1451.6
Andhra Pradesh,Kharif,Alluvial,Groundnut,682.7,31.0,76.6,7.58,15.38,103.2,53.3,37.0,Urea,Flood,1971.3
Andhra Pradesh,Zaid,Red,Mustard,457.4,18.5,41.7,6.84,4.03,71.1,16.9,77.0,Potash,Sprinkler,754.3
Haryana,Zaid,Sandy,Rice,1555.9,30.5,92.3,7.6,2.44,115.1,25.1,41.3,DAP,Drip,5753.6
Maharashtra,Zaid,Laterite,Soybean,1108.0,28.6,42.4,6.71,1.69,42.7,53.4,64.7,Potash,Drip,1983.9
Karnataka,Rabi,Red,Cotton,808.1,35.0,54.0,5.7,13.19,132.5,68.2,62.8,Compost,Drip,684.2
West Bengal,Kharif,Clay,Mustard,291.3,23.2,94.8,5.8,17.69,110.8,10.7,67.5,DAP,Sprinkler,2180.0
Maharashtra,Zaid,Red,Maize,964.1,29.4,85.5,6.03,7.79,45.2,41.0,76.4,Compost,Flood,4207.1
Tamil Nadu,Rabi,Alluvial,Jowar,803.6,31.9,41.5,5.52,4.88,137.6,37.4,49.4,Potash,Rain-fed,2114.3
Karnataka,Rabi,Red,Maize,987.3,20.6,40.0,5.83,6.38,121.7,13.7,62.4,DAP,Flood,1918.4
Uttar Pradesh,Rabi,Loamy,Sugarcane,1398.1,35.4,57.2,6.57,8.74,60.4,46.3,47.5,Organic,Flood,128633.4
Karnataka,Zaid,Loamy,Barley,250.6,21.5,90.0,8.02,10.47,73.8,55.3,28.0,Compost,Rain-fed,2640.3
Andhra Pradesh,Zaid,Alluvial,Groundnut,806.5,30.3,89.8,6.76,2.74,27.4,46.3,67.3,Compost,Drip,1111.9
Madhya Pradesh,Kharif,Loamy,Mustard,205.3,14.5,55.8,6.96,8.3,29.3,49.6,69.2,Potash,Rain-fed,1956.7
Madhya Pradesh,Rabi,Red,Groundnut,565.3,35.1,80.7,7.96,8.62,139.1,74.5,59.3,DAP,Drip,2087.2
Punjab,Rabi,Laterite,Barley,243.1,19.1,75.5,7.08,1.21,58.6,70.4,38.5,NPK,Drip,3361.2
Uttar Pradesh,Rabi,Laterite,Sugarcane,1953.0,33.1,84.0,6.19,9.97,65.3,67.2,17.6,Urea,Rain-fed,78522.6
West Bengal,Kharif,Black,Jowar,686.0,28.6,57.5,5.61,18.31,32.0,49.2,11.9,Potash,Drip,2469.3
Andhra Pradesh,Zaid,Clay,Maize,986.6,29.3,62.1,8.36,17.06,20.8,40.2,59.0,Potash,Flood,1994.1
Uttar Pradesh,Kharif,Laterite,Sugarcane,1711.4,37.6,89.4,6.97,9.34,54.8,16.7,24.7,DAP,Sprinkler,117214.5
Punjab,Kharif,Clay,Barley,368.8,19.4,45.2,5.76,13.34,133.3,46.1,30.7,Compost,Flood,3503.0
Maharashtra,Rabi,Laterite,Cotton,616.9,32.7,70.8,6.87,16.12,20.0,52.3,10.7,Compost,Rain-fed,823.2
West Bengal,Rabi,Black,Maize,520.8,22.1,76.7,8.44,0.94,22.4,68.9,77.3,Compost,Drip,6924.8
Maharashtra,Rabi,Sandy,Jowar,606.0,27.9,44.8,8.49,12.88,127.9,63.6,12.7,Compost,Flood,1751.2
Punjab,Kharif,Alluvial,Barley,451.2,15.4,54.7,6.67,7.69,31.7,24.4,24.0,NPK,Sprinkler,2055.9
Maharashtra,Rabi,Loamy,Groundnut,604.3,28.2,49.2,7.51,18.3,48.3,32.1,12.1,Potash,Drip,1989.7
Andhra Pradesh,Rabi,Clay,Sugarcane,1260.8,33.7,80.6,5.92,7.28,33.5,52.5,66.1,NPK,Drip,154879.9
Uttar Pradesh,Zaid,Red,Barley,506.1,16.5,44.2,7.36,7.12,83.2,39.4,34.4,DAP,Drip,2032.8
West Bengal,Rabi,Black,Barley,382.3,10.5,69.9,5.66,10.48,60.0,60.6,62.2,NPK,Sprinkler,2613.5
Punjab,Rabi,Black,Groundnut,521.9,29.4,49.9,6.17,5.98,138.4,22.6,32.0,Potash,Flood,2245.9
Karnataka,Rabi,Laterite,Barley,526.2,14.1,87.0,8.07,18.09,53.3,20.0,11.7,Potash,Rain-fed,2441.8
Punjab,Zaid,Black,Groundnut,826.9,24.5,73.3,5.73,17.0,133.1,70.7,48.2,Potash,Rain-fed,2281.2
Karnataka,Rabi,Alluvial,Sugarcane,2437.2,35.9,58.1,6.07,0.95,46.2,21.6,16.4,Organic,Flood,94035.3
Uttar Pradesh,Zaid,Loamy,Cotton,922.0,36.4,49.2,5.8,12.03,112.5,50.8,34.3,Organic,Flood,798.7
Andhra Pradesh,Kharif,Loamy,Groundnut,528.8,25.3,72.1,5.87,17.84,97.6,79.1,54.0,Urea,Sprinkler,2263.6
Tamil Nadu,Zaid,Laterite,Rice,1459.5,24.9,90.2,6.0,13.77,128.7,61.3,23.9,Organic,Rain-fed,4842.5
Haryana,Kharif,Clay,Soybean,872.5,28.2,45.2,7.97,4.67,53.0,67.2,55.5,Organic,Drip,2408.7
Rajasthan,Zaid,Alluvial,Maize,920.6,27.7,93.7,7.13,8.63,146.1,19.0,50.5,Organic,Drip,5780.1
Andhra Pradesh,Rabi,Alluvial,Soybean,727.8,23.8,59.2,8.48,12.91,125.0,55.7,68.9,Organic,Drip,1574.4
West Bengal,Kharif,Black,Soybean,1008.7,21.3,73.1,8.42,19.1,59.6,12.5,37.9,Urea,Sprinkler,2534.9
Karnataka,Zaid,Red,Jowar,791.3,24.2,59.3,7.91,13.11,95.8,28.0,26.0,Compost,Flood,878.4
Andhra Pradesh,Zaid,Black,Cotton,552.1,34.2,60.4,7.88,14.77,93.4,12.3,40.8,Potash,Sprinkler,743.8
Maharashtra,Rabi,Loamy,Groundnut,543.8,32.2,65.8,6.47,8.54,87.2,10.5,74.6,DAP,Drip,1149.1
Maharashtra,Rabi,Loamy,Rice,980.1,25.1,69.1,6.56,1.67,79.2,68.5,28.5,Potash,Sprinkler,2641.9
Tamil Nadu,Rabi,Laterite,Cotton,856.6,27.7,44.9,7.78,10.73,72.8,11.5,56.4,NPK,Drip,675.7
West Bengal,Zaid,Red,Groundnut,491.6,25.1,61.4,5.86,15.7,52.0,70.4,51.2,DAP,Rain-fed,1867.5
Maharashtra,Zaid,Black,Sugarcane,2278.9,29.3,65.3,8.48,14.47,89.3,13.1,77.0,Urea,Sprinkler,111248.2
Madhya Pradesh,Rabi,Black,Maize,645.5,27.7,87.1,5.54,12.68,33.4,77.1,77.7,Organic,Sprinkler,6056.2
Tamil Nadu,Zaid,Black,Soybean,658.0,27.0,80.4,8.41,2.56,52.9,15.0,78.1,Organic,Rain-fed,966.2
Rajasthan,Kharif,Laterite,Groundnut,655.2,28.7,65.2,7.26,15.55,40.8,66.0,33.3,Potash,Rain-fed,1458.0
Rajasthan,Zaid,Laterite,Rice,916.2,28.2,66.4,8.1,16.97,82.7,48.6,67.5,Compost,Rain-fed,4158.3
Madhya Pradesh,Zaid,Loamy,Sugarcane,1219.2,26.9,46.3,7.52,3.08,144.0,66.5,31.2,Urea,Sprinkler,58332.9
Uttar Pradesh,Rabi,Alluvial,Cotton,610.7,25.8,85.0,6.36,18.82,25.6,63.9,21.9,Potash,Drip,581.5
Karnataka,Zaid,Alluvial,Rice,969.6,22.7,72.1,7.37,3.71,79.7,10.6,54.1,Urea,Flood,4096.8
Madhya Pradesh,Rabi,Sandy,Jowar,494.2,23.9,65.1,6.97,9.81,23.8,79.3,60.1,Potash,Drip,1653.0
Karnataka,Kharif,Alluvial,Mustard,316.5,18.1,55.2,6.64,7.07,42.2,12.0,78.0,Potash,Rain-fed,2191.4
Haryana,Zaid,Laterite,Barley,204.7,17.0,85.5,6.11,4.76,117.9,14.2,32.6,DAP,Sprinkler,2789.9
Madhya Pradesh,Kharif,Laterite,Wheat,729.7,17.8,61.6,5.7,11.68,65.6,58.1,42.5,Urea,Rain-fed,5159.9
Punjab,Rabi,Loamy,Jowar,390.5,28.0,51.3,6.67,18.59,83.5,63.1,38.8,Organic,Drip,2623.2
Uttar Pradesh,Rabi,Alluvial,Sugarcane,1593.3,36.2,44.0,5.94,14.15,47.4,66.1,76.2,Potash,Flood,62912.2
Andhra Pradesh,Zaid,Black,Jowar,728.4,32.6,60.7,6.54,16.7,80.0,23.6,74.0,Potash,Drip,1872.0
Karnataka,Zaid,Red,Maize,1113.7,31.7,59.0,7.92,17.99,130.3,17.1,74.7,Urea,Rain-fed,4296.3
West Bengal,Kharif,Alluvial,Cotton,713.6,29.2,45.0,7.59,8.48,147.3,73.1,72.5,NPK,Drip,1015.5
Punjab,Rabi,Sandy,Soybean,1140.3,28.8,92.1,6.22,2.89,87.6,37.4,62.8,Potash,Sprinkler,1585.0
Tamil Nadu,Rabi,Clay,Wheat,562.3,17.2,90.0,5.52,3.11,140.0,56.4,76.6,Compost,Flood,4331.0
Rajasthan,Kharif,Alluvial,Cotton,766.9,29.5,44.3,6.09,7.04,63.3,40.0,50.8,Urea,Drip,664.2
Punjab,Zaid,Black,Wheat,386.2,14.0,92.2,6.06,8.65,47.0,66.3,50.1,Compost,Sprinkler,3989.9
West Bengal,Kharif,Sandy,Cotton,1001.9,27.9,54.7,7.92,17.6,148.0,15.3,55.8,Urea,Flood,379.8
Maharashtra,Zaid,Alluvial,Sugarcane,1779.5,31.4,89.6,5.69,7.88,82.6,68.4,61.7,Urea,Rain-fed,79818.3
Uttar Pradesh,Rabi,Black,Cotton,1116.8,29.5,91.6,5.86,16.46,102.3,21.9,20.6,Urea,Sprinkler,392.9
West Bengal,Kharif,Black,Mustard,499.1,22.9,65.8,6.31,6.9,64.7,70.8,31.4,Urea,Sprinkler,1143.4
Madhya Pradesh,Kharif,Clay,Wheat,446.8,14.8,62.6,8.08,8.94,40.5,40.4,56.8,DAP,Sprinkler,2794.4
Karnataka,Zaid,Loamy,Sugarcane,1899.1,30.7,48.9,6.11,1.99,30.0,36.9,62.5,Compost,Rain-fed,113753.9
Uttar Pradesh,Rabi,Clay,Jowar,726.8,26.8,41.0,7.89,13.25,32.8,51.4,34.4,Urea,Flood,1414.9
Maharashtra,Zaid,Red,Groundnut,880.8,30.9,85.6,8.05,17.06,122.8,69.5,42.2,Compost,Drip,1593.9
Rajasthan,Kharif,Alluvial,Jowar,793.8,22.4,78.5,7.64,1.31,126.4,75.4,26.1,DAP,Flood,2052.5
Maharashtra,Rabi,Alluvial,Jowar,488.5,26.6,82.5,7.67,15.43,149.2,64.0,50.5,Compost,Rain-fed,2519.6
Uttar Pradesh,Kharif,Red,Groundnut,525.4,29.2,82.5,7.65,11.28,68.5,30.7,70.4,Organic,Flood,1714.6
Haryana,Rabi,Clay,Cotton,909.1,30.4,41.5,8.41,9.61,118.5,72.1,47.0,NPK,Drip,369.6
Andhra Pradesh,Zaid,Sandy,Wheat,504.5,14.3,92.8,6.46,13.07,51.7,64.9,41.0,Potash,Sprinkler,3480.4
Haryana,Kharif,Laterite,Wheat,555.1,21.2,60.8,6.83,17.35,93.7,24.3,23.7,NPK,Rain-fed,4122.4
West Bengal,Kharif,Alluvial,Soybean,1146.2,21.4,93.0,7.01,15.62,93.6,19.1,25.3,Urea,Rain-fed,1091.8
Madhya Pradesh,Kharif,Clay,Mustard,229.4,19.8,78.9,6.01,3.14,137.4,21.4,32.1,Urea,Drip,1614.3
Maharashtra,Zaid,Red,Groundnut,472.1,26.3,67.3,6.87,18.36,105.1,69.8,55.3,Urea,Flood,2501.5
Karnataka,Zaid,Loamy,Maize,925.6,29.8,49.8,6.85,8.73,37.1,55.3,59.5,Urea,Drip,6971.8
Madhya Pradesh,Kharif,Red,Mustard,361.4,21.2,47.6,5.67,5.86,141.2,31.3,48.7,Potash,Rain-fed,1077.2
Rajasthan,Rabi,Sandy,Wheat,633.1,11.1,93.4,7.17,10.89,129.2,13.1,73.4,Compost,Sprinkler,4244.5
Madhya Pradesh,Rabi,Loamy,Rice,1331.8,25.3,72.8,5.77,15.44,141.1,17.6,49.1,Organic,Sprinkler,2077.5
Madhya Pradesh,Kharif,Laterite,Barley,455.5,18.2,55.2,7.39,0.64,29.7,67.7,17.7,NPK,Flood,3024.1
Punjab,Rabi,Sandy,Cotton,851.9,30.1,54.2,8.29,6.16,44.3,19.7,24.6,Organic,Drip,736.2
Haryana,Rabi,Alluvial,Soybean,933.9,28.0,59.6,8.23,7.87,89.3,64.7,49.5,Compost,Flood,1288.7
West Bengal,Kharif,Sandy,Soybean,607.3,27.8,65.4,5.83,11.08,102.7,20.9,48.3,NPK,Drip,1349.5
Maharashtra,Zaid,Sandy,Jowar,896.0,29.5,91.5,8.27,14.64,101.2,58.4,53.2,Potash,Sprinkler,1462.0
Tamil Nadu,Zaid,Alluvial,Wheat,726.5,19.1,90.0,5.52,3.75,136.2,59.5,79.4,Urea,Drip,2424.2
Haryana,Rabi,Sandy,Groundnut,489.3,27.1,91.0,6.04,19.41,125.3,25.4,10.7,Organic,Rain-fed,1671.5
Rajasthan,Kharif,Clay,Maize,1005.8,27.4,85.1,6.84,6.52,89.6,31.9,47.8,Urea,Rain-fed,2320.2
Haryana,Kharif,Red,Mustard,520.0,12.8,56.2,6.78,19.3,41.5,26.5,38.1,Urea,Sprinkler,1201.1
Andhra Pradesh,Kharif,Sandy,Barley,480.3,13.6,50.7,8.25,4.39,65.2,35.7,41.9,Potash,Drip,4321.2
Madhya Pradesh,Kharif,Laterite,Barley,668.6,18.6,77.8,7.78,17.17,139.1,62.4,75.5,DAP,Sprinkler,2273.3
Punjab,Kharif,Laterite,Wheat,307.6,18.2,47.7,6.68,12.67,98.9,12.4,20.0,NPK,Sprinkler,3743.7
Maharashtra,Rabi,Black,Soybean,950.6,20.4,88.8,6.75,10.06,89.4,54.3,74.6,Compost,Sprinkler,1798.9
Tamil Nadu,Rabi,Red,Cotton,555.2,33.6,43.9,6.42,2.45,27.0,73.6,71.0,NPK,Rain-fed,504.2
Punjab,Rabi,Laterite,Rice,1016.1,29.3,56.3,7.09,6.46,69.7,25.4,20.2,NPK,Flood,4318.8
Punjab,Rabi,Alluvial,Groundnut,514.6,30.1,56.8,6.96,13.27,106.1,32.6,77.4,Urea,Rain-fed,1612.3
Andhra Pradesh,Zaid,Loamy,Mustard,469.6,11.0,54.4,8.38,4.6,115.6,70.9,21.0,Potash,Rain-fed,2090.6
Uttar Pradesh,Zaid,Clay,Groundnut,681.3,35.9,93.2,8.16,6.71,41.0,23.8,22.7,NPK,Sprinkler,1093.3
Punjab,Rabi,Black,Cotton,1145.7,35.2,62.1,6.27,19.82,54.8,78.7,11.1,DAP,Drip,718.2
Punjab,Rabi,Black,Rice,1845.7,26.9,62.9,6.63,11.55,146.3,75.6,75.4,Compost,Sprinkler,4863.0
Maharashtra,Zaid,Red,Soybean,1160.1,22.2,67.7,8.48,8.99,110.4,22.7,75.3,DAP,Sprinkler,1952.3
West Bengal,Zaid,Black,Cotton,1199.4,34.6,81.0,7.04,2.04,141.9,28.0,36.5,Potash,Drip,936.2
West Bengal,Kharif,Sandy,Maize,974.1,25.3,46.6,7.35,13.69,26.0,54.4,16.0,Compost,Drip,2316.8
Tamil Nadu,Zaid,Loamy,Maize,944.6,20.2,41.2,7.39,9.53,121.9,75.7,79.9,Organic,Rain-fed,4417.2
West Bengal,Rabi,Black,Jowar,546.0,29.7,94.0,5.86,0.85,65.9,37.6,74.2,NPK,Rain-fed,2009.8
Punjab,Rabi,Black,Maize,621.1,22.9,58.1,5.53,19.13,57.4,19.1,44.3,Urea,Sprinkler,5675.4
Maharashtra,Zaid,Black,Sugarcane,1549.4,37.5,91.0,6.13,2.15,87.7,23.3,32.2,Organic,Flood,65167.5
Madhya Pradesh,Rabi,Alluvial,Soybean,1091.9,27.5,79.3,8.44,9.52,146.8,48.3,58.9,DAP,Drip,976.9
Tamil Nadu,Zaid,Alluvial,Sugarcane,1383.7,25.8,83.5,6.24,6.0,51.7,26.3,70.5,DAP,Flood,127980.1
Madhya Pradesh,Zaid,Alluvial,Barley,384.7,15.3,47.5,7.03,4.31,58.2,13.7,45.3,Potash,Sprinkler,2121.8
Haryana,Rabi,Sandy,Mustard,330.9,17.1,71.1,8.06,3.36,92.2,20.7,19.0,Organic,Flood,1465.6
Tamil Nadu,Kharif,Sandy,Rice,1544.9,33.0,87.9,6.13,0.83,41.2,46.0,29.4,Organic,Rain-fed,3905.0
Madhya Pradesh,Rabi,Alluvial,Mustard,563.2,21.0,92.4,7.06,4.06,25.0,78.1,79.7,Organic,Drip,1109.3
Punjab,Rabi,Sandy,Groundnut,700.9,35.3,55.9,6.81,7.52,100.6,69.5,26.2,Urea,Flood,1745.2
West Bengal,Zaid,Red,Groundnut,622.8,28.4,66.1,7.1,4.76,53.2,24.2,29.3,Compost,Flood,800.4
Karnataka,Rabi,Sandy,Soybean,624.4,20.4,40.1,6.04,16.57,64.2,56.8,45.5,Potash,Drip,3008.3
Maharashtra,Zaid,Laterite,Mustard,470.6,11.6,50.6,7.61,13.73,110.8,54.8,64.4,Compost,Sprinkler,953.4
Rajasthan,Rabi,Loamy,Barley,516.0,18.6,76.4,6.6,18.92,61.1,39.9,63.6,Potash,Drip,2231.1
Karnataka,Rabi,Loamy,Cotton,801.0,27.2,91.3,5.67,2.81,114.1,36.0,48.8,NPK,Rain-fed,330.9
Haryana,Kharif,Clay,Jowar,652.0,23.6,69.1,8.47,15.94,88.7,34.1,64.9,NPK,Sprinkler,1257.6
Rajasthan,Rabi,Red,Cotton,947.0,27.4,75.1,6.93,6.18,87.3,21.2,72.6,NPK,Sprinkler,914.7
Karnataka,Zaid,Alluvial,Cotton,1052.4,29.9,52.5,5.88,9.91,77.0,26.4,60.3,DAP,Rain-fed,986.8
Uttar Pradesh,Zaid,Alluvial,Cotton,727.8,32.9,44.2,7.24,17.97,98.5,34.2,11.3,Potash,Rain-fed,351.3
Rajasthan,Zaid,Sandy,Groundnut,761.9,35.5,51.1,7.96,5.52,149.9,32.9,39.6,Organic,Flood,2625.5
Maharashtra,Zaid,Red,Cotton,718.1,30.2,52.9,6.77,14.16,68.6,34.2,27.1,Organic,Rain-fed,793.6
Tamil Nadu,Kharif,Loamy,Groundnut,403.4,22.1,79.7,8.26,19.81,86.8,19.9,36.9,NPK,Sprinkler,1766.9
Haryana,Rabi,Alluvial,Maize,1044.8,31.7,82.2,6.28,0.57,122.7,17.5,30.7,DAP,Drip,5607.2
Haryana,Kharif,Sandy,Jowar,409.1,31.6,56.1,7.08,13.63,31.4,66.2,75.1,Potash,Drip,1300.9
Karnataka,Zaid,Black,Wheat,505.9,11.9,71.1,6.57,11.03,77.6,71.2,48.9,Compost,Flood,4665.6
Punjab,Zaid,Red,Rice,1739.1,23.6,66.2,6.84,15.17,24.8,16.6,50.4,Organic,Rain-fed,4771.2
Haryana,Zaid,Red,Wheat,267.0,19.9,58.2,5.78,14.0,96.7,43.5,48.0,DAP,Drip,2444.1
Tamil Nadu,Kharif,Red,Soybean,790.6,26.7,41.5,5.5,15.95,93.8,30.8,75.1,Urea,Flood,2074.0
Rajasthan,Kharif,Sandy,Soybean,871.8,22.3,69.9,8.07,16.75,135.5,76.6,75.5,Potash,Sprinkler,1359.1
Madhya Pradesh,Rabi,Clay,Barley,377.5,8.1,85.6,7.5,6.34,111.6,14.7,13.0,DAP,Rain-fed,3569.1
Rajasthan,Zaid,Red,Jowar,764.2,32.8,65.6,6.43,11.18,99.8,64.4,12.9,DAP,Drip,1255.2
Rajasthan,Rabi,Clay,Rice,1620.8,30.8,77.2,7.87,6.14,88.7,28.5,79.0,DAP,Sprinkler,1960.4
Tamil Nadu,Kharif,Sandy,Groundnut,733.5,23.2,92.5,6.06,3.82,52.7,16.6,25.9,DAP,Flood,2884.0
Tamil Nadu,Rabi,Red,Maize,683.5,20.0,60.7,6.89,3.7,114.5,25.2,22.7,Urea,Sprinkler,3329.0
Andhra Pradesh,Kharif,Sandy,Soybean,600.8,20.5,49.6,7.68,9.87,97.8,65.2,21.1,Compost,Rain-fed,1100.0
Tamil Nadu,Kharif,Sandy,Maize,1171.1,21.7,67.7,8.35,2.45,63.5,36.4,59.6,Organic,Rain-fed,6014.4
Tamil Nadu,Rabi,Black,Rice,1218.2,30.7,83.1,7.1,10.97,126.2,33.6,66.1,Potash,Drip,5550.0
West Bengal,Kharif,Alluvial,Barley,468.8,18.0,94.2,6.09,3.87,57.8,33.3,48.4,Potash,Rain-fed,2453.4
Andhra Pradesh,Rabi,Loamy,Cotton,669.7,33.9,88.3,7.62,17.57,71.9,29.8,10.7,Organic,Flood,475.2
Punjab,Kharif,Laterite,Barley,675.9,10.6,85.9,6.96,19.39,91.7,41.1,10.2,NPK,Sprinkler,3858.0
Rajasthan,Rabi,Laterite,Barley,253.4,18.6,79.2,8.28,12.59,119.4,50.7,17.7,Urea,Drip,3031.7
Uttar Pradesh,Zaid,Laterite,Cotton,817.6,33.6,59.9,6.25,11.73,133.6,57.3,39.5,Organic,Flood,790.1
Madhya Pradesh,Rabi,Black,Jowar,866.5,27.4,57.7,7.52,15.26,41.4,45.2,35.0,Compost,Rain-fed,1315.8
Rajasthan,Kharif,Clay,Cotton,636.7,37.0,66.7,7.28,15.9,30.1,73.3,75.6,DAP,Flood,799.0
Punjab,Rabi,Sandy,Jowar,544.2,25.0,44.8,7.32,9.92,50.3,25.4,54.3,Potash,Rain-fed,2175.0
Madhya Pradesh,Rabi,Clay,Mustard,410.8,14.1,81.6,6.85,19.62,20.8,17.9,48.8,Urea,Rain-fed,1178.6
Andhra Pradesh,Rabi,Clay,Wheat,324.3,12.3,74.3,7.39,0.5,127.0,77.5,35.2,DAP,Rain-fed,5005.7
Uttar Pradesh,Zaid,Laterite,Cotton,728.2,29.9,45.6,6.77,18.5,96.8,50.1,17.8,Urea,Sprinkler,453.4
Maharashtra,Rabi,Laterite,Maize,678.4,25.0,74.4,5.72,16.4,45.2,63.2,31.9,DAP,Drip,5891.7
Uttar Pradesh,Kharif,Alluvial,Rice,1546.5,31.8,91.1,6.91,19.93,112.2,55.7,71.1,DAP,Rain-fed,2327.0
Rajasthan,Rabi,Red,Jowar,349.2,26.8,89.0,6.87,1.43,33.1,26.6,66.0,Compost,Rain-fed,1053.7
Uttar Pradesh,Rabi,Sandy,Sugarcane,1346.2,26.9,69.4,5.54,15.72,129.7,12.6,46.7,Urea,Rain-fed,104438.0
Tamil Nadu,Kharif,Red,Maize,1127.9,30.4,41.4,6.35,16.33,138.7,13.0,74.9,DAP,Drip,6309.3
West Bengal,Rabi,Alluvial,Wheat,336.7,15.5,67.3,5.89,19.52,77.8,41.0,10.6,Potash,Rain-fed,4324.2
Maharashtra,Rabi,Sandy,Sugarcane,2227.1,27.4,60.5,6.73,14.35,22.4,44.3,41.4,Urea,Flood,57000.7
Tamil Nadu,Rabi,Loamy,Maize,959.3,19.9,64.6,8.46,12.86,22.2,43.9,24.5,Urea,Rain-fed,4377.2
Punjab,Rabi,Black,Barley,332.6,9.0,86.3,6.28,13.23,57.9,56.0,67.8,NPK,Drip,2960.4
Punjab,Zaid,Loamy,Soybean,1086.1,22.7,86.6,6.38,1.21,88.1,15.0,44.4,Organic,Drip,2663.1
Rajasthan,Zaid,Sandy,Soybean,854.3,20.9,65.2,5.94,10.71,35.8,15.3,21.7,NPK,Flood,1975.9
